Agency,Average Number of Days to Adjudicate,Component,Median Number of Days to Adjudicate,Number Denied,Number Granted,Year
DoD,31.0,DoD IG,24.0,16.0,0.0,2012
DoD,26.0,DoDEA,14.0,4.0,1.0,2012
DoD,0.0,DSS,0.0,0.0,0.0,2012
DoD,0.0,DTIC,0.0,0.0,0.0,2012
DoD,10.0,DTRA,10.0,0.0,2.0,2012
DoD,0.0,EUCOM,0.0,0.0,5.0,2012
DoD,5.0,NAVY,2.0,181.0,509.0,2012
DoD,0.0,NGA,0.0,0.0,0.0,2012
DoD,1.0,NGB,1.0,6.0,0.0,2012
DoD,0.0,NORTHCOM,0.0,0.0,0.0,2012
DoD,3.0,NRO,1.0,0.0,16.0,2012
DoD,28.0,NSA,18.0,12.0,5.0,2012
DoD,73.0,OSD/JS,1.0,6.0,6.0,2012
DoD,0.0,PACOM,0.0,0.0,0.0,2012
DoD,3.0,SOCOM,2.0,2.0,2.0,2012
DoD,0.0,SOUTHCOM,0.0,0.0,0.0,2012
DoD,0.0,STRATCOM,0.0,0.0,0.0,2012
DoD,1.0,TRANSCOM,1.0,4.0,0.0,2012
DoD,4.0,TRICARE,4.0,2.0,0.0,2012
DOE,0.16,BPA,0.0,12.0,25.0,2012
DOE,0.0,CBFO,0.0,0.0,0.0,2012
DOE,0.33,CH,0.0,6.0,6.0,2012
DOE,5.0,EMCBC,6.0,0.0,3.0,2012
DOE,9.71,GFO,0.0,11.0,13.0,2012
DOE,5.31,HQ,2.0,47.0,71.0,2012
DOE,0.0,ID,0.0,0.0,0.0,2012
DOE,0.0,NETL,0.0,1.0,0.0,2012
DOE,0.0,NNSA,0.0,0.0,0.0,2012
DOE,0.0,NR,0.0,0.0,0.0,2012
DOE,0.0,NRLFO,0.0,0.0,0.0,2012
DOE,0.0,ORO,0.0,0.0,64.0,2012
DOE,4.67,OSTI,0.0,0.0,3.0,2012
DOE,0.0,ROO,0.0,2.0,5.0,2012
DOE,1.0,SEPA,1.0,0.0,1.0,2012
DOE,0.0,SPR,0.0,0.0,0.0,2012
DOE,0.0,SRO,0.0,0.0,2.0,2012
DOE,0.0,SWPA,0.0,0.0,0.0,2012
DOE,4.0,WAPA,5.0,0.0,3.0,2012
DOI,8.0,BIA,9.0,1.0,11.0,2012
DOI,5.0,BLM,1.0,8.0,156.0,2012
DOI,1.0,BOEM,1.0,0.0,13.0,2012
DOI,14.0,BOR,7.0,4.0,20.0,2012
DOI,12.0,BSEE,7.0,0.0,7.0,2012
DOI,25.0,FWS,3.0,2.0,214.0,2012
DOI,5.0,NPS,1.0,3.0,24.0,2012
DOI,3.07,OIG,1.0,13.0,11.0,2012
DOI,22.0,OS,19.0,0.0,4.0,2012
DOI,8.0,OSM,9.0,0.0,7.0,2012
DOI,,SOL,,0.0,0.0,2012
DOI,1.0,USGS,1.0,4.0,5.0,2012
DOJ,,Office of the AG,,0.0,0.0,2012
DOJ,,Office of the DAG,,0.0,0.0,2012
DOJ,,Office of the Assoc. AG,,0.0,0.0,2012
DOJ,0.0,Antitrust,0.0,4.0,0.0,2012
DOJ,2.0,ATF,2.0,2.0,6.0,2012
DOJ,1.31,BOP,0.0,16.0,0.0,2012
DOJ,4.27,Civil,1.0,2.0,13.0,2012
DOJ,,Civil Rights,,0.0,0.0,2012
DOJ,2.0,COPS,2.0,0.0,2.0,2012
DOJ,3.33,Criminal,0.0,9.0,3.0,2012
DOJ,,CRS,,0.0,0.0,2012
DOJ,0.0,DEA,0.0,111.0,5.0,2012
DOJ,1.0,ENRD,1.0,0.0,3.0,2012
DOJ,21.0,EOIR,19.0,6.0,2.0,2012
DOJ,0.0,EOUSA,0.0,19.0,0.0,2012
DOJ,9.0,EOUST,9.0,2.0,0.0,2012
DOJ,12.97,FBI,0.0,161.0,107.0,2012
DOJ,,FCSC,,0.0,0.0,2012
DOJ,,JMD,,0.0,0.0,2012
DOJ,8.78,NSD,5.0,7.0,2.0,2012
DOJ,,OCDETF,,0.0,0.0,2012
DOJ,,OFDT,,0.0,0.0,2012
DOJ,,OIG,,0.0,0.0,2012
DOJ,,OIP,,0.0,0.0,2012
DOJ,,OIPL,,0.0,0.0,2012
DOJ,,OJP,,0.0,0.0,2012
DOJ,,OLA,,0.0,0.0,2012
DOJ,,OLC,,0.0,0.0,2012
DOJ,,OLP,,0.0,0.0,2012
DOJ,21.0,OPR,21.0,0.0,1.0,2012
DOJ,3.0,OSG,3.0,1.0,0.0,2012
DOJ,,OVW,,0.0,0.0,2012
DOJ,,Pardon Attorney,,0.0,0.0,2012
DOJ,,Public Affairs,,0.0,0.0,2012
DOJ,,PRAO,,0.0,0.0,2012
DOJ,,TAX,,0.0,0.0,2012
DOJ,2.0,USMS,2.0,2.0,0.0,2012
DOJ,4.0,USNCB,4.0,1.0,1.0,2012
DOJ,,USPC,,0.0,0.0,2012
DOT,1.0,FAA,1.0,99.0,52.0,2012
DOT,11.0,FHWA,2.0,7.0,34.0,2012
DOT,,FMCSA,,0.0,0.0,2012
DOT,,FRA,,0.0,0.0,2012
DOT,1.0,FTA,1.0,1.0,0.0,2012
DOT,6.0,MARAD,1.0,3.0,6.0,2012
DOT,9.0,NHTSA,9.0,2.0,0.0,2012
DOT,1.0,OIG,1.0,1.0,7.0,2012
DOT,1.0,OST,1.0,2.0,1.0,2012
DOT,1.0,PHMSA,1.0,0.0,15.0,2012
DOT,1.0,RITA,1.0,1.0,10.0,2012
DOT,,SLSDC,,0.0,0.0,2012
ED,17.24,FSA,5.0,9.0,8.0,2012
ED,13.5,IES,5.0,4.0,0.0,2012
ED,0.0,IES-NAGB,0.0,0.0,0.0,2012
ED,168.5,M,93.0,3.0,8.0,2012
ED,299.0,OCFO,299.0,0.0,1.0,2012
ED,0.0,OCFO-CAM,0.0,0.0,0.0,2012
ED,52.0,OCIO,52.0,0.0,1.0,2012
ED,0.0,OCO,0.0,0.0,0.0,2012
ED,67.17,OCR,10.5,3.0,3.0,2012
ED,1.0,OCR-1 Boston,1.0,1.0,0.0,2012
ED,12.0,OCR-2 New York,12.0,0.0,1.0,2012
ED,1.0,OCR-3 Philadelphia,1.0,0.0,1.0,2012
ED,0.0,OCR-4 Atlanta,0.0,0.0,0.0,2012
ED,11.5,OCR-5 Chicago,11.5,0.0,2.0,2012
ED,0.0,OCR-6 Dallas,0.0,0.0,0.0,2012
ED,6.5,OCR-7 Kansas City,6.5,2.0,0.0,2012
ED,4.0,OCR-8 Denver,4.0,2.0,0.0,2012
ED,2.0,OCR-9 San Francisco,1.0,3.0,3.0,2012
ED,0.0,OCR-10 Seattle,0.0,0.0,0.0,2012
ED,176.0,OCR-12 Cleveland,176.0,1.0,0.0,2012
ED,0.0,OCR-Metro D.C.,0.0,0.0,0.0,2012
ED,424.0,ODS,424.0,0.0,1.0,2012
ED,0.0,OELA,0.0,0.0,0.0,2012
ED,69.0,OESE,69.0,1.0,1.0,2012
ED,22.5,OGC,22.5,0.0,2.0,2012
ED,2.5,OIG,2.5,1.0,1.0,2012
ED,0.0,OII,0.0,0.0,0.0,2012
ED,0.0,OLCA,0.0,0.0,0.0,2012
ED,5.0,OM,5.0,0.0,1.0,2012
ED,26.44,OM-PIRMS,5.0,4.0,5.0,2012
ED,22.0,OPE,4.0,4.0,1.0,2012
ED,0.0,OPEPD,0.0,0.0,0.0,2012
ED,74.67,OS,101.0,1.0,2.0,2012
ED,0.0,OSDFS,0.0,0.0,0.0,2012
ED,38.0,OSERS,38.0,1.0,0.0,2012
ED,0.0,OUS,0.0,0.0,0.0,2012
ED,0.0,OVAE,0.0,0.0,0.0,2012
EEOC,0.0,ATLANTA,0.0,0.0,0.0,2012
EEOC,0.0,BIRMINGHAM,0.0,0.0,0.0,2012
EEOC,0.0,CHARLOTTE,0.0,0.0,0.0,2012
EEOC,0.0,CHICAGO,0.0,0.0,0.0,2012
EEOC,0.0,DALLAS,0.0,1.0,0.0,2012
EEOC,0.0,HOUSTON,0.0,0.0,0.0,2012
EEOC,0.0,INDIANAPOLIS,0.0,0.0,0.0,2012
EEOC,0.0,LOS ANGELES,0.0,0.0,0.0,2012
EEOC,1.0,MEMPHIS,1.0,0.0,1.0,2012
EEOC,0.0,MIAMI,0.0,0.0,0.0,2012
EEOC,0.0,NEW YORK,0.0,0.0,0.0,2012
EEOC,1.0,OLC/HDQ,1.0,0.0,9.0,2012
EEOC,0.0,PHILADELPHIA,0.0,0.0,0.0,2012
EEOC,0.0,PHOENIX,0.0,0.0,0.0,2012
EEOC,0.0,SAN FRANCISCO,0.0,0.0,0.0,2012
EEOC,0.0,ST. LOUIS,0.0,0.0,0.0,2012
EEOC,0.0,WFO,0.0,0.0,0.0,2012
EPA,4.3,HQ,3.0,81.0,91.0,2012
EPA,1.28,Region 1,0.0,13.0,5.0,2012
EPA,4.4,Region 2,2.0,15.0,10.0,2012
EPA,1.89,Region 3,0.0,21.0,16.0,2012
EPA,1.18,Region 4,0.0,18.0,22.0,2012
EPA,6.75,Region 5,3.0,36.0,17.0,2012
EPA,1.57,Region 6,0.0,21.0,21.0,2012
EPA,1.74,Region 7,1.0,12.0,11.0,2012
EPA,2.15,Region 8,1.0,12.0,21.0,2012
EPA,3.62,Region 9,1.0,20.0,6.0,2012
EPA,2.66,Region 10,1.5,19.0,13.0,2012
Ex-Im Bank,55.5,HQ,0.5,0.0,8.0,2012
FCA,11.57,FCA,12.0,0.0,35.0,2012
FCC,12.8,FCC,10.0,3.0,2.0,2012
FCSIC,12.125,FCSIC,13.0,0.0,7.0,2012
FDIC,0.33,FDIC,1.0,60.0,21.0,2012
FEC,1.0,FEC,1.0,0.0,15.0,2012
FERC,9.0,FERC,9.0,2.0,0.0,2012
FFIEC,,FFIEC,,0.0,0.0,2012
FHFA,3.32,FHFA FOIA,1.0,9.0,10.0,2012
FHFA,0.0,FHFA-OIG,0.0,0.0,0.0,2012
FLRA,,FSIP,,0.0,0.0,2012
FLRA,,Authority,,0.0,0.0,2012
FLRA,,IG,,0.0,0.0,2012
FLRA,,OGC,,0.0,0.0,2012
FLRA,,ATRO,,0.0,0.0,2012
FLRA,,BORO,,0.0,0.0,2012
FLRA,,CHRO,,0.0,0.0,2012
FLRA,,DARO,,0.0,0.0,2012
FLRA,,DERO,,0.0,0.0,2012
FLRA,,SFRO,,0.0,0.0,2012
FLRA,,WARO,,0.0,0.0,2012
FMC,0.0,FMC,0.0,0.0,0.0,2012
FMCS,,FMCS,,0.0,0.0,2012
FMSHRC,19.6,FMSHRC,18.0,0.0,3.0,2012
FOMC,5.1,FOMC,3.0,0.0,13.0,2012
FRB,0.0,FRB,0.0,0.0,0.0,2012
FRTIB,0.0,FRTIB,0.0,0.0,0.0,2012
FTC,12.23,FTC,5.0,17.0,9.0,2012
GSA,39.88,GSA,33.0,21.0,12.0,2012
HHS,,ACF,,0.0,0.0,2012
HHS,,CMS,,0.0,0.0,2012
HHS,2.0,OIG,1.0,2.0,0.0,2012
HHS,1.0,AHRQ,1.0,0.0,6.0,2012
HHS,,CDC,,0.0,0.0,2012
HHS,20.0,FDA,10.0,7.0,320.0,2012
HHS,11.0,HRSA,11.0,4.0,1.0,2012
HHS,,IHS,,0.0,0.0,2012
HHS,2.0,NIH,2.0,1.0,0.0,2012
HHS,,SAMHSA,,0.0,0.0,2012
HHS,11.0,OS,3.0,22.0,5.0,2012
HHS,,OASH,,0.0,0.0,2012
HHS,,ACL,,0.0,0.0,2012
HUD,2.98,HQ,1.0,40.0,5.0,2012
HUD,0.0,OIG,0.0,3.0,0.0,2012
HUD,1.0,R01,1.0,0.0,4.0,2012
HUD,1.0,R02,1.0,0.0,1.0,2012
HUD,5.25,R03,5.0,1.0,3.0,2012
HUD,4.5,R04,4.0,4.0,2.0,2012
HUD,0.0,R05,0.0,0.0,4.0,2012
HUD,0.0,R06,0.0,0.0,0.0,2012
HUD,0.0,R07,0.0,0.0,0.0,2012
HUD,0.0,R08,0.0,0.0,0.0,2012
HUD,7.0,R09,7.0,1.0,1.0,2012
HUD,0.0,R0X,0.0,1.0,0.0,2012
IAF,0.0,IAF,0.0,0.0,0.0,2012
IMLS,0.0,IMLS,0.0,0.0,0.0,2012
LSC,14.5,OLA,14.5,1.0,1.0,2012
LSC,0.0,OIG,0.0,0.0,0.0,2012
MCC,0.0,MCC,0.0,0.0,0.0,2012
MSPB,0.0,MSPB,0.0,0.0,0.0,2012
NARA,8.0,NARA,1.0,22.0,35.0,2012
NASA,9.5,ARC,9.5,1.0,1.0,2012
NASA,0.0,DFRC,0.0,0.0,0.0,2012
NASA,0.0,GRC,0.0,0.0,0.0,2012
NASA,0.0,GSFC,0.0,1.0,0.0,2012
NASA,6.75,HQ,2.5,15.0,1.0,2012
NASA,0.0,JPL,0.0,0.0,0.0,2012
NASA,0.0,JSC,0.0,0.0,0.0,2012
NASA,0.0,KSC,0.0,0.0,0.0,2012
NASA,0.0,LaRC,0.0,1.0,0.0,2012
NASA,0.0,MSFC,0.0,0.0,0.0,2012
NASA,0.0,NSSC,0.0,0.0,2.0,2012
NASA,0.0,OGC,0.0,0.0,0.0,2012
NASA,0.0,OIG,0.0,0.0,0.0,2012
NASA,0.0,SSC,0.0,1.0,0.0,2012
NCPC,,NCPC,,0.0,0.0,2012
NCUA,2.0,NCUA,1.0,3.0,7.0,2012
NEA,17.0,NEA,5.0,4.0,2.0,2012
NEH,2.5,NEH,2.5,0.0,2.0,2012
NIGC,16.33,NIGC,14.0,2.0,1.0,2012
NLRB,23.0,NLRB,10.0,12.0,8.0,2012
NMB,1.0,NMB,1.0,1.0,0.0,2012
NRPC,0.1,NRPC,1.0,1.0,9.0,2012
NSF,11.0,OGC,1.0,1.0,1.0,2012
NSF,0.0,OIG,0.0,0.0,0.0,2012
NTSB,1.0,NTSB,1.0,0.0,1.0,2012
ODNI,,ODNI,,0.0,0.0,2012
OGE,3.0,OGE,3.0,1.0,0.0,2012
OMB,20.0,OMB,20.0,1.0,9.0,2012
ONDCP,0.0,ONDCP,0.0,0.0,0.0,2012
ONHIR,0.0,ONHIR,0.0,0.0,0.0,2012
OPIC,0.33,OPIC,0.0,2.0,1.0,2012
OPM,1.0,OPM,1.0,9.0,0.0,2012
OSC,,OSC,,0.0,0.0,2012
OSHRC,0.0,OSHRC,0.0,0.0,0.0,2012
OSTP,30.88,OSTP,21.0,0.0,17.0,2012
PBGC,20.0,PBGC,4.0,1.0,2.0,2012
PC,0.0,FOIA Office,0.0,0.0,0.0,2012
PC,0.0,OIG,0.0,0.0,0.0,2012
PRC,18.0,PRC,18.0,0.0,2.0,2012
RATB,12.25,RATB,12.0,0.0,4.0,2012
SBA,18.0,SBA,18.0,3.0,1.0,2012
SEC,4.0,SEC,1.0,20.0,12.0,2012
SIGAR,2.0,SIGAR,1.5,0.0,4.0,2012
SIGIR,,SIGIR,,0.0,0.0,2012
SSA,8.0,SSA,8.0,11.0,3.0,2012
SSS,0.0,SSS,0.0,0.0,0.0,2012
State,10.47,DoS,1.43,54.0,58.0,2012
State,,OIG,,0.0,0.0,2012
STB,1.0,STB,1.0,0.0,1.0,2012
Treasury,2.0,BEP,1.0,5.0,1.0,2012
Treasury,10.3,BPD,16.0,0.0,13.0,2012
Treasury,0.55,CFPB,1.0,7.0,4.0,2012
Treasury,65.0,DO,65.0,445.0,15.0,2012
Treasury,0.0,FinCEN,0.0,0.0,0.0,2012
Treasury,8.0,FMS,7.0,3.0,1.0,2012
Treasury,17.0,IRS,6.0,42.0,74.0,2012
Treasury,14.0,MINT,8.0,7.0,2.0,2012
Treasury,2.5,OCC,0.0,8.0,4.0,2012
Treasury,3.0,TIGTA,1.0,6.0,10.0,2012
Treasury,5.0,TTB,5.0,4.0,0.0,2012
TVA,18.0,TVA,9.0,1.0,4.0,2012
U.S. CPSC,8.0,U.S. CPSC,8.0,1.0,1.0,2012
U.S. DOL,139.0,ADJ BDS,139.0,1.0,1.0,2012
U.S. DOL,16.3,ALJ,3.5,1.0,5.0,2012
U.S. DOL,681.4,ASP,499.0,17.0,1.0,2012
U.S. DOL,40.0,BLS,20.0,7.0,0.0,2012
U.S. DOL,792.3,CFO,326.0,5.0,3.0,2012
U.S. DOL,237.3,EBSA,41.0,45.0,4.0,2012
U.S. DOL,19.7,ETA,13.0,164.0,9.0,2012
U.S. DOL,902.5,EXEC SEC,1128.0,27.0,0.0,2012
U.S. DOL,53.3,ILAB,20.0,3.0,3.0,2012
U.S. DOL,181.6,MSHA,17.5,23.0,47.0,2012
U.S. DOL,34.8,OASAM,23.0,32.0,11.0,2012
U.S. DOL,498.0,OCIA,16.0,4.0,6.0,2012
U.S. DOL,1371.6,ODEP,1390.0,17.0,0.0,2012
U.S. DOL,42.9,OFCCP,22.5,29.0,5.0,2012
U.S. DOL,1.0,OIG,2.0,1.0,14.0,2012
U.S. DOL,10.2,OLMS,3.0,5.0,0.0,2012
U.S. DOL,1006.0,OPA,1048.5,0.0,4.0,2012
U.S. DOL,56.4,OSEC,33.0,9.0,2.0,2012
U.S. DOL,107.5,OSHA,18.0,134.0,128.0,2012
U.S. DOL,60.5,OWCP,21.0,51.0,4.0,2012
U.S. DOL,140.0,SOL,44.5,15.0,3.0,2012
U.S. DOL,816.5,VETS,708.0,23.0,2.0,2012
U.S. DOL,6.0,WB,6.0,1.0,0.0,2012
U.S. DOL,28.5,WHD,12.0,317.0,38.0,2012
US ADF,0.0,US ADF,0.0,0.0,0.0,2012
US RRB,0.0,OIG,0.0,0.0,0.0,2012
US RRB,7.0,RRB,7.0,0.0,8.0,2012
USAID,1.0,USAID,1.0,0.0,5.0,2012
USCCR,,USCCR,,0.0,0.0,2012
USDA,9.0,AMS,1.0,3.0,10.0,2012
USDA,0.33,APHIS,1.0,0.0,3.0,2012
USDA,0.0,ASCR,0.0,0.0,0.0,2012
USDA,7.67,DM,5.0,2.0,1.0,2012
USDA,4.0,FAS,4.0,0.0,1.0,2012
USDA,0.12,FNCS,1.0,0.0,24.0,2012
USDA,4.87,FS,1.0,4.0,256.0,2012
USDA,1.0,FSA,1.0,60.0,888.0,2012
USDA,1.0,FSIS,1.0,8.0,6.0,2012
USDA,9.38,GIPSA,5.0,0.0,8.0,2012
USDA,0.0,NAD,0.0,0.0,0.0,2012
USDA,8.0,NRCS,8.0,1.0,10.0,2012
USDA,0.0,OBPA,0.0,0.0,0.0,2012
USDA,11.0,OCFO,11.0,0.0,2.0,2012
USDA,0.0,OGC,0.0,0.0,0.0,2012
USDA,0.0,OIG,0.0,0.0,0.0,2012
USDA,1.0,OSEC/OCIO,1.0,0.0,7.0,2012
USDA,0.0,RD,0.0,0.0,0.0,2012
USDA,1.0,REE,1.0,0.0,9.0,2012
USDA,13.38,RMA,0.5,0.0,8.0,2012
USIBWC,1.0,USIBWC,1.0,0.0,5.0,2012
USITC,5.0,USITC,2.0,2.0,5.0,2012
USNRC,9.0,USNRC,0.0,9.0,25.0,2012
USPS,1.67,PS,0.0,2.0,1.0,2012
USPS,0.0,OIG,0.0,0.0,0.0,2012
USPS,0.0,PIS,0.0,0.0,0.0,2012
USTDA,0.0,USTDA,0.0,0.0,0.0,2012
USTR,4.0,USTR,2.0,0.0,25.0,2012
VA,0.0,Admin,0.0,0.0,0.0,2012
VA,0.0,BVA,0.0,0.0,0.0,2012
VA,19.0,C&LA,19.0,0.0,1.0,2012
VA,0.0,CFM,0.0,0.0,0.0,2012
VA,107.0,GC,107.0,0.0,1.0,2012
VA,0.0,HRM,0.0,0.0,0.0,2012
VA,0.0,IG,0.0,0.0,0.0,2012
VA,0.0,Mgmt,0.0,0.0,0.0,2012
VA,0.0,NCA,0.0,0.0,0.0,2012
VA,1.17,OAL,0.5,4.0,2.0,2012
VA,0.0,OASHRA,0.0,0.0,0.0,2012
VA,0.0,OASP&IA,0.0,0.0,0.0,2012
VA,0.0,ODASB,0.0,0.0,0.0,2012
VA,0.0,ODASIA,0.0,0.0,0.0,2012
VA,0.0,ODI,0.0,0.0,0.0,2012
VA,65.0,OF,65.0,0.0,1.0,2012
VA,2.0,OIT,1.0,0.0,5.0,2012
VA,0.0,ORM,0.0,0.0,0.0,2012
VA,1.0,OSDBU,1.0,1.0,0.0,2012
VA,0.0,OSP,0.0,0.0,0.0,2012
VA,0.0,P&P,0.0,0.0,0.0,2012
VA,0.0,PA,0.0,0.0,0.0,2012
VA,,SEC,,0.0,2.0,2012
VA,5.13,VBA,,1.0,14.0,2012
VA,14.08,VHA,,94.0,84.0,2012
ABMC,0.0,ABMC,0.0,0.0,3.0,2013
ACUS,,ACUS,,0.0,0.0,2013
AFRH,,AFRH,,0.0,0.0,2013
BBG,13.0,BBG,13.0,10.0,1.0,2013
CEQ,,CEQ,,0.0,0.0,2013
CFPB,1.0,CFPB,1.0,3.0,1.0,2013
CFTC,,CFTC,,0.0,0.0,2013
CIA,25.0,CIA,25.0,1.0,0.0,2013
CIGIE,,CIGIE,,0.0,0.0,2013
CNCS,0.0,CNCS,0.0,0.0,0.0,2013
CO,,CO,,0.0,0.0,2013
CPPBSD,0.0,CPPBSD,0.0,0.0,2.0,2013
CSB,,CSB,,0.0,4.0,2013
CSOSA,,CSOSA,,0.0,0.0,2013
DHS,8.62,CBP,1.0,29.0,10.0,2013
DHS,,CRCL,,0.0,0.0,2013
DHS,,FEMA,,0.0,0.0,2013
DHS,,FLETC,,0.0,0.0,2013
DHS,7.25,I&A,4.0,4.0,4.0,2013
DHS,4.86,ICE,1.0,33.0,33.0,2013
DHS,2.0,NPPD,2.0,3.0,1.0,2013
DHS,7.23,OIG,4.0,17.0,0.0,2013
DHS,,OPS,,0.0,0.0,2013
DHS,6.07,PRIV,7.0,2.0,0.0,2013
DHS,,S&T,,0.0,0.0,2013
DHS,1.94,TSA,0.0,52.0,0.0,2013
DHS,,USCG,,0.0,0.0,2013
DHS,6.16,USCIS,4.0,111.0,68.0,2013
DHS,0.0,USSS,0.0,0.0,0.0,2013
DNFSB,11.5,DNFSB,11.5,0.0,4.0,2013
DOC,,BIS,,0.0,0.0,2013
DOC,7.0,Census,2.0,15.0,7.0,2013
DOC,1.0,EDA,1.0,0.0,2.0,2013
DOC,,ESA,,0.0,0.0,2013
DOC,42.0,ITA,25.0,10.0,1.0,2013
DOC,60.0,MBDA,2.0,0.0,0.0,2013
DOC,6.0,NIST,5.0,2.0,2.0,2013
DOC,10.0,NOAA,4.0,32.0,69.0,2013
DOC,8.0,NTIA,7.0,13.0,2.0,2013
DOC,,NTIS,,0.0,0.0,2013
DOC,6.0,OIG,4.0,2.0,1.0,2013
DOC,130.0,OS,130.0,1.0,0.0,2013
DOC,21.0,PTO,21.0,0.0,1.0,2013
DoD,3.0,AF,0.0,206.0,158.0,2013
DoD,9.0,AFRICOM,8.0,0.0,11.0,2013
DoD,7.0,ARMY,,176.0,537.0,2013
DoD,,ASBCA,,0.0,0.0,2013
DoD,11.0,CENTCOM,5.0,25.0,0.0,2013
DoD,,DCAA,,0.0,0.0,2013
DoD,8.0,DCMA,9.0,6.0,2.0,2013
DoD,,DeCA,,0.0,0.0,2013
DoD,,DFAS,,0.0,0.0,2013
DoD,,DIA,,0.0,0.0,2013
DoD,,DISA,,0.0,0.0,2013
DoD,11.0,DLA,32.0,5.0,9.0,2013
DoD,,DoD IG,,0.0,0.0,2013
DoD,1.0,DoDEA,1.0,0.0,1.0,2013
DoD,,DSS,,0.0,0.0,2013
DoD,,DTIC,,0.0,0.0,2013
DoD,6.0,DTRA,6.0,0.0,1.0,2013
DoD,,EUCOM,,0.0,0.0,2013
DoD,,JPRA,,0.0,0.0,2013
DoD,6.0,NAVY,5.0,198.0,287.0,2013
DoD,,NGA,,0.0,0.0,2013
DoD,12.0,NGB,12.0,10.0,0.0,2013
DoD,,NORTHCOM,,0.0,3.0,2013
DoD,2.0,NRO,2.0,7.0,10.0,2013
DoD,55.0,NSA,20.0,16.0,0.0,2013
DoD,67.0,OSD/JS,0.0,11.0,5.0,2013
DoD,,PACOM,,0.0,0.0,2013
DoD,,SOCOM,,0.0,0.0,2013
DoD,,SOUTHCOM,,0.0,0.0,2013
DoD,,STRATCOM,,0.0,0.0,2013
DoD,,TRANSCOM,,0.0,0.0,2013
DoD,6.0,TRICARE,5.0,1.0,7.0,2013
DOE,0.18,BPA,0.0,4.0,61.0,2013
DOE,0.0,CBFO,0.0,0.0,0.0,2013
DOE,0.0,CH,0.0,0.0,2.0,2013
DOE,0.33,EMCBC,0.0,3.0,6.0,2013
DOE,13.0,GFO,0.0,3.0,22.0,2013
DOE,5.82,HQ,3.0,14.0,51.0,2013
DOE,0.0,ID,0.0,0.0,0.0,2013
DOE,0.0,NETL,0.0,0.0,0.0,2013
DOE,0.33,NNSA,0.0,2.0,1.0,2013
DOE,0.0,NR,0.0,0.0,0.0,2013
DOE,10.0,NRLFO,10.0,1.0,1.0,2013
DOE,5.38,ORO,0.0,0.0,24.0,2013
DOE,0.0,OSTI,0.0,0.0,0.0,2013
DOE,3.06,ROO,0.0,9.0,8.0,2013
DOE,0.0,SEPA,0.0,0.0,0.0,2013
DOE,0.0,SPR,0.0,0.0,0.0,2013
DOE,0.0,SRO,0.0,1.0,5.0,2013
DOE,0.0,SWPA,0.0,0.0,0.0,2013
DOE,1.17,WAPA,1.0,2.0,4.0,2013
DOI,12.0,BIA,4.0,4.0,14.0,2013
DOI,5.0,BLM,1.0,13.0,136.0,2013
DOI,1.0,BOEM,1.0,0.0,17.0,2013
DOI,3.0,BOR,1.0,1.0,11.0,2013
DOI,10.0,BSEE,5.0,5.0,11.0,2013
DOI,6.0,FWS,2.0,2.0,209.0,2013
DOI,7.0,NPS,1.0,5.0,35.0,2013
DOI,2.0,OIG,2.0,3.0,22.0,2013
DOI,1.0,OS,1.0,1.0,1.0,2013
DOI,3.0,OSM,3.0,0.0,1.0,2013
DOI,,SOL,,0.0,0.0,2013
DOI,1.0,USGS,1.0,1.0,1.0,2013
DOJ,,Office of the AG,,0.0,0.0,2013
DOJ,,Office of the DAG,,0.0,0.0,2013
DOJ,,Office of the Assoc. AG,,0.0,0.0,2013
DOJ,1.0,Antitrust,1.0,9.0,0.0,2013
DOJ,1.0,ATF,1.0,2.0,0.0,2013
DOJ,1.0,BOP,1.0,27.0,2.0,2013
DOJ,1.6,Civil,1.0,1.0,4.0,2013
DOJ,,Civil Rights,,0.0,0.0,2013
DOJ,,COPS,,0.0,0.0,2013
DOJ,1.0,Criminal,1.0,2.0,0.0,2013
DOJ,,CRS,,0.0,0.0,2013
DOJ,24.52,DEA,15.0,57.0,8.0,2013
DOJ,36.0,ENRD,36.0,0.0,1.0,2013
DOJ,9.0,EOIR,10.0,1.0,2.0,2013
DOJ,1.0,EOUSA,1.0,15.0,0.0,2013
DOJ,8.25,EOUST,2.0,4.0,0.0,2013
DOJ,22.98,FBI,4.0,299.0,45.0,2013
DOJ,,FCSC,,0.0,0.0,2013
DOJ,,JMD,,0.0,0.0,2013
DOJ,7.6,NSD,10.0,0.0,5.0,2013
DOJ,,OCDETF,,0.0,0.0,2013
DOJ,,OIG,,0.0,0.0,2013
DOJ,,OIP,,0.0,0.0,2013
DOJ,,OJP,,0.0,0.0,2013
DOJ,,OLA,,0.0,0.0,2013
DOJ,,OLC,,0.0,0.0,2013
DOJ,,OLP,,0.0,0.0,2013
DOJ,,OPR,,0.0,0.0,2013
DOJ,,OSG,,0.0,0.0,2013
DOJ,,OVW,,0.0,0.0,2013
DOJ,14.0,Pardon Attorney,14.0,1.0,0.0,2013
DOJ,,Public Affairs,,0.0,0.0,2013
DOJ,,PRAO,,0.0,0.0,2013
DOJ,,TAX,,0.0,0.0,2013
DOJ,1.0,USMS,1.0,3.0,0.0,2013
DOJ,1.19,USNCB,1.0,26.0,0.0,2013
DOJ,,USPC,,0.0,0.0,2013
DOT,1.0,FAA,1.0,66.0,52.0,2013
