Agency,Component,Description,No. of Times Used,Total,Year
DOI,BLM,Records available online,1,42.0,2014
DOI,BLM,Requester did not respond to the bureau's communications/unable to locate requester,6,42.0,2014
DOI,BLM,Assigned to other bureau/office for response,2,42.0,2014
DOI,BOR,Assigned to other bureau/office for response,46,61.0,2014
DOI,BOR,Directed requester to another agency or entity,3,61.0,2014
DOI,BOR,Requester failed to provide requested clarification,5,61.0,2014
DOI,BOR,Human Error,2,61.0,2014
DOI,BOR,Requester did not respond to the bureau's communications/unable to locate requester,2,61.0,2014
DOI,BOR,Request administratively closed,3,61.0,2014
DOI,FWS,Requester failed to provide requested clarification,17,159.0,2014
DOI,FWS,Request administratively closed,2,159.0,2014
DOI,FWS,Assigned to other bureau/office for response,127,159.0,2014
DOI,FWS,Records available online,6,159.0,2014
DOI,FWS,Requester did not respond to the bureau's communications/unable to locate requester,4,159.0,2014
DOI,FWS,Human Error,2,159.0,2014
DOI,FWS,Directed requester to another agency or entity,1,159.0,2014
DOI,NPS,Request administratively closed,1,10.0,2014
DOI,NPS,Requester failed to provide requested clarification,7,10.0,2014
DOI,NPS,Directed requester to another agency or entity,1,10.0,2014
DOI,NPS,Requester did not respond to the bureau's communications/unable to locate requester,1,10.0,2014
DOI,OIG,Requester failed to provide requested clarification,5,17.0,2014
DOI,OIG,Request administratively closed,5,17.0,2014
DOI,OIG,Assigned to other bureau/office for response,1,17.0,2014
DOI,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
DOI,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
DOI,OS,Requester did not respond to the bureau's communications/unable to locate requester,3,62.0,2014
DOI,OS,Request administratively closed,14,62.0,2014
DOI,OS,Assigned to other bureau/office for response,20,62.0,2014
DOI,OS,Records available online,14,62.0,2014
DOI,OS,Requester failed to provide requested clarification,1,62.0,2014
DOI,OS,Human Error,7,62.0,2014
DOI,OS,Directed requester to another agency or entity,3,62.0,2014
DOI,OSM,Human Error,1,2.0,2014
DOI,OSM,Request administratively closed,1,2.0,2014
DOI,SOL,Request administratively closed,1,8.0,2014
DOI,SOL,Assigned to other bureau/office for response,7,8.0,2014
DOI,USGS,Records available online,1,2.0,2014
DOI,USGS,Requester failed to provide requested clarification,1,2.0,2014
DOI,OIG,Records referred not related or indexed to requester,2,2.0,2014
DOI,SOL,Department provided a consolidated response,3,3.0,2014
DOI,OCIO,,0,0.0,2014
DOI,OIG,,0,0.0,2014
DOI,OS,,0,0.0,2014
DOI,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
DOI,OIG,In Litigation,1,21.0,2014
DOI,OS,Administrative Closure- Based on response/non-response to continued interest correspondence,18,22.0,2014
DOI,OS,Litigation,3,22.0,2014
DOI,OS,Referred to website,1,22.0,2014
DOI,OIG,,0,0.0,2014
DOI,OIG,,0,0.0,2014
DOI,OIG,Not applicable.,0,0.0,2014
DOI,OIG,,0,0.0,2014
DOI,OIG,,0,0.0,2014
DOI,OIG,In Litigation,1,1.0,2014
DOI,OIG,,0,0.0,2014
DOI,BOEM,Assigned to other bureau/office for response,11,16.0,2014
DOI,BOEM,Requester failed to provide requested clarification,2,16.0,2014
DOI,BOEM,Request administratively closed,1,16.0,2014
DOI,BOEM,Requester did not respond to the bureau's communications/unable to locate requester,2,16.0,2014
DOI,BSEE,Directed requester to another agency or entity,1,6.0,2014
DOI,BSEE,Requester failed to provide requested clarification,4,6.0,2014
DOI,BSEE,Assigned to other bureau/office for response,1,6.0,2014
DOI,OIG,,0,0.0,2014
DOJ,Office of the AG,Referred Records Improperly Directed,1,16.0,2014
DOJ,Office of the AG,Directed requester to another agency or entity,13,16.0,2014
DOJ,Office of the AG,Referred Documents Not Responsive,2,16.0,2014
DOJ,Office of the DAG,Referred Records Improperly Directed,3,10.0,2014
DOJ,Office of the DAG,Directed requester to another agency or entity,7,10.0,2014
DOJ,Office of the Assoc. AG,Referred Records Improperly Directed,1,4.0,2014
DOJ,Office of the Assoc. AG,Directed requester to another agency or entity,3,4.0,2014
DOJ,Antitrust,,0,0.0,2014
DOJ,ATF,Records Destroyed Pursuant to Records Retention Schedules,2,6.0,2014
DOJ,ATF,Information Available on DOJ Website,1,6.0,2014
DOJ,ATF,Previously Litigated,1,6.0,2014
DOJ,ATF,Unable to locate requester,2,6.0,2014
DOJ,BOP,,0,0.0,2014
DOJ,Civil,Directed requester to another agency or entity,3,5.0,2014
DOJ,Civil,Requested Legal Advice,1,5.0,2014
DOJ,Civil,No Address Provided,1,5.0,2014
DOJ,Civil Rights,,0,0.0,2014
DOJ,COPS,,0,0.0,2014
DOJ,Criminal,Referred Records Improperly Directed,3,242.0,2014
DOJ,Criminal,Referred Documents Not Responsive,5,242.0,2014
DOJ,Criminal,Directed requester to another agency or entity,229,242.0,2014
DOJ,Criminal,Unable to Provide Information to Requester in Requested Format,5,242.0,2014
DOJ,CRS,,0,0.0,2014
DOJ,DEA,Referred Documents Not Responsive,6,9.0,2014
DOJ,DEA,Unable to locate requester,2,9.0,2014
DOJ,DEA,FOIA rights waived,1,9.0,2014
DOJ,ENRD,Unable to locate requester,1,1.0,2014
DOJ,EOIR,,0,0.0,2014
DOJ,EOUSA,Directed requester to another agency or entity,27,68.0,2014
DOJ,EOUSA,No Address Provided,5,68.0,2014
DOJ,EOUSA,Unable to locate requester,7,68.0,2014
DOJ,EOUSA,Court Sealed,6,68.0,2014
DOJ,EOUSA,FOIA rights waived,23,68.0,2014
DOJ,EOUST,,0,0.0,2014
DOJ,FBI,Information Available for Sale by GPO,1,475.0,2014
DOJ,FBI,Unable to locate requester,7,475.0,2014
DOJ,FBI,Referred Documents Not Responsive,3,475.0,2014
DOJ,FBI,Request Number Opened in Error,135,475.0,2014
DOJ,FBI,Unable to Provide Records to Inmate Requester (Prison Policy),41,475.0,2014
DOJ,FBI,Directed requester to another agency or entity,286,475.0,2014
DOJ,FBI,Unable to Provide Information to Requester in Requested Format,2,475.0,2014
DOJ,FCSC,,0,0.0,2014
DOJ,JMD,Referred Documents Not Responsive,2,2.0,2014
DOJ,NSD,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIP,Directed requester to another agency or entity,349,364.0,2014
DOJ,OIP,Referred Documents Not Responsive,1,364.0,2014
DOJ,OIP,Records Previously Provided to Same Requester,1,364.0,2014
DOJ,OIP,Referred Records Improperly Directed,13,364.0,2014
DOJ,OJP,,0,0.0,2014
DOJ,OLA,Referred Documents Not Responsive,2,5.0,2014
DOJ,OLA,Directed requester to another agency or entity,2,5.0,2014
DOJ,OLA,Referred Records Improperly Directed,1,5.0,2014
DOJ,OLC,Referred Documents Not Responsive,2,2.0,2014
DOJ,OLP,Directed requester to another agency or entity,4,4.0,2014
DOJ,OPR,Directed requester to another agency or entity,4,5.0,2014
DOJ,OPR,Referred Documents Not Responsive,1,5.0,2014
DOJ,OSG,,0,0.0,2014
DOJ,OVW,,0,0.0,2014
DOJ,Pardon Attorney,,0,0.0,2014
DOJ,Public Affairs,Referred Records Improperly Directed,1,1.0,2014
DOJ,PRAO,,0,0.0,2014
DOJ,TAX,Directed requester to another agency or entity,1,2.0,2014
DOJ,TAX,Unable to locate requester,1,2.0,2014
DOJ,USMS,No Address Provided,9,12.0,2014
DOJ,USMS,Court Sealed,3,12.0,2014
DOJ,USNCB,,0,0.0,2014
DOJ,USPC,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,Transferred to another DOT component,9,9.0,2014
DOJ,OIG,Unable to locate requester,2,2.0,2014
DOJ,OIG,Request administratively closed,5,17.0,2014
DOJ,OIG,Assigned to other bureau/office for response,1,17.0,2014
DOJ,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
DOJ,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
DOJ,OIG,Requester failed to provide requested clarification,5,17.0,2014
DOJ,OIG,Records referred not related or indexed to requester,2,2.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,In Litigation,1,21.0,2014
DOJ,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OCDETF,,0,0.0,2014
DOJ,OIG,Not applicable.,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,In Litigation,1,1.0,2014
DOJ,OLA,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOJ,OIG,,0,0.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,,0,0.0,2014
DOT,FHWA,Transferred to another DOT component,19,19.0,2014
DOT,NHTSA,Transferred to another DOT component,9,9.0,2014
DOT,OIG,Transferred to another DOT component,9,9.0,2014
DOT,OST,Transferred to another DOT component,83,83.0,2014
DOT,PHMSA,Transferred to another DOT component,4,4.0,2014
DOT,OIG,Unable to locate requester,2,2.0,2014
DOT,OIG,Requester failed to provide requested clarification,5,17.0,2014
DOT,OIG,Request administratively closed,5,17.0,2014
DOT,OIG,Assigned to other bureau/office for response,1,17.0,2014
DOT,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
DOT,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
DOT,OIG,Records referred not related or indexed to requester,2,2.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
DOT,OIG,In Litigation,1,21.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,Not applicable.,0,0.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,In Litigation,1,1.0,2014
DOT,OIG,,0,0.0,2014
DOT,OIG,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OIG,Transferred to another DOT component,9,9.0,2014
ED,OGC,,0,0.0,2014
ED,OS,Publicly Available Information,12,12.0,2014
ED,OIG,Unable to locate requester,2,2.0,2014
ED,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
ED,OIG,Requester failed to provide requested clarification,5,17.0,2014
ED,OIG,Request administratively closed,5,17.0,2014
ED,OIG,Assigned to other bureau/office for response,1,17.0,2014
ED,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
ED,OS,Requester failed to provide requested clarification,1,62.0,2014
ED,OS,Human Error,7,62.0,2014
ED,OS,Directed requester to another agency or entity,3,62.0,2014
ED,OS,Requester did not respond to the bureau's communications/unable to locate requester,3,62.0,2014
ED,OS,Request administratively closed,14,62.0,2014
ED,OS,Assigned to other bureau/office for response,20,62.0,2014
ED,OS,Records available online,14,62.0,2014
ED,OIG,Records referred not related or indexed to requester,2,2.0,2014
ED,FSA,No response from Requester,3,3.0,2014
ED,IES,,0,0.0,2014
ED,OCFO,,0,0.0,2014
ED,OCFO-CAM,,0,0.0,2014
ED,OCIO,,0,0.0,2014
ED,OCO,,0,0.0,2014
ED,OCR,No response from Requester,1,1.0,2014
ED,OESE,No response from Requester,3,3.0,2014
ED,OGC,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OII,No response from Requester,1,1.0,2014
ED,OLCA,No response from Requester,1,1.0,2014
ED,OM,No response from Requester,2,2.0,2014
ED,OPE,No response from Requester,1,1.0,2014
ED,OPEPD,,0,0.0,2014
ED,OS,,0,0.0,2014
ED,OSERS,No response from Requester,1,1.0,2014
ED,OUS,,0,0.0,2014
ED,IES-NAGB,,0,0.0,2014
ED,OIG,In Litigation,1,21.0,2014
ED,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
ED,OS,Referred to website,1,22.0,2014
ED,OS,Administrative Closure- Based on response/non-response to continued interest correspondence,18,22.0,2014
ED,OS,Litigation,3,22.0,2014
ED,OIG,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OIG,Not applicable.,0,0.0,2014
ED,FSA,Requester Referred to Public Website.,4,11.0,2014
ED,FSA,Records Not Available in Format Requested.,3,11.0,2014
ED,FSA,Glomar.,1,11.0,2014
ED,FSA,No response from requester.,2,11.0,2014
ED,FSA,Requester failed to provide adequate mailing address.,1,11.0,2014
ED,OCFO,Not applicable.,0,0.0,2014
ED,OGC,Administratively closed after failure to respond to inquiry from agency.,2,4.0,2014
ED,OGC,Misdirected requests.,2,4.0,2014
ED,OIG,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OCR-1 Boston,,0,0.0,2014
ED,OCR-2 New York,,0,0.0,2014
ED,OCR-3 Philadelphia,No response from Requester,2,2.0,2014
ED,OCR-4 Atlanta,,0,0.0,2014
ED,OCR-5 Chicago,No response from Requester,3,3.0,2014
ED,OCR-6 Dallas,,0,0.0,2014
ED,OCR-7 Kansas City,,0,0.0,2014
ED,OCR-8 Denver,No response from Requester,1,1.0,2014
ED,OCR-9 San Francisco,,0,0.0,2014
ED,OCR-10 Seattle,,0,0.0,2014
ED,OCR-Metro D.C.,,0,0.0,2014
ED,OCR-12 Cleveland,,0,0.0,2014
ED,OGC,,0,0.0,2014
ED,OIG,In Litigation,1,1.0,2014
ED,OM-PIRMS,No response from Requester,4,4.0,2014
ED,M,No response from Requester,7,7.0,2014
ED,OIG,,0,0.0,2014
ED,ODS,,0,0.0,2014
ED,OIG,,0,0.0,2014
ED,OCTAE,,0,0.0,2014
ED,OSHS,,0,0.0,2014
EEOC,ATLANTA,Files Destroyed,54,96.0,2014
EEOC,ATLANTA,Files Lost,7,96.0,2014
EEOC,ATLANTA,Premature,35,96.0,2014
EEOC,ATLANTA,Access to records provided under separate agency process,0,96.0,2014
EEOC,BIRMINGHAM,Access to records provided under separate agency process,5,28.0,2014
EEOC,BIRMINGHAM,Files Destroyed,9,28.0,2014
EEOC,BIRMINGHAM,Files Lost,14,28.0,2014
EEOC,CHARLOTTE,Access to records provided under separate agency process,1,28.0,2014
EEOC,CHARLOTTE,Files Destroyed,26,28.0,2014
EEOC,CHARLOTTE,Files Lost,1,28.0,2014
EEOC,CHICAGO,Files Lost,2,32.0,2014
EEOC,CHICAGO,Premature,1,32.0,2014
EEOC,CHICAGO,Files Destroyed,28,32.0,2014
EEOC,CHICAGO,Access to records provided under separate agency process,1,32.0,2014
EEOC,DALLAS,Access to records provided under separate agency process,23,47.0,2014
EEOC,DALLAS,Files Destroyed,20,47.0,2014
EEOC,DALLAS,Files Lost,4,47.0,2014
EEOC,HOUSTON,Files Destroyed,9,16.0,2014
EEOC,HOUSTON,Access to records provided under separate agency process,2,16.0,2014
EEOC,HOUSTON,Premature,4,16.0,2014
EEOC,HOUSTON,Files Lost,1,16.0,2014
EEOC,INDIANAPOLIS,Access to records provided under separate agency process,4,43.0,2014
EEOC,INDIANAPOLIS,Files Lost,24,43.0,2014
EEOC,INDIANAPOLIS,Files Destroyed,15,43.0,2014
EEOC,LOS ANGELES,Files Destroyed,22,37.0,2014
EEOC,LOS ANGELES,Files Lost,15,37.0,2014
EEOC,LOS ANGELES,Access to records provided under separate agency process,0,37.0,2014
EEOC,MEMPHIS,Files Lost,1,9.0,2014
EEOC,MEMPHIS,Files Destroyed,7,9.0,2014
EEOC,MEMPHIS,Access to records provided under separate agency process,1,9.0,2014
EEOC,MIAMI,Files Destroyed,40,126.0,2014
EEOC,MIAMI,Premature,1,126.0,2014
EEOC,MIAMI,Access to records provided under separate agency process,7,126.0,2014
EEOC,MIAMI,Files Lost,78,126.0,2014
EEOC,NEW YORK,Files Lost,41,88.0,2014
EEOC,NEW YORK,Files Destroyed,39,88.0,2014
EEOC,NEW YORK,Access to records provided under separate agency process,8,88.0,2014
EEOC,OLC/HDQ,Access to records provided under separate agency process,0,1.0,2014
EEOC,OLC/HDQ,Files Destroyed,1,1.0,2014
EEOC,OLC/HDQ,Files Lost,0,1.0,2014
EEOC,PHILADELPHIA,Access to records provided under separate agency process,9,130.0,2014
EEOC,PHILADELPHIA,Premature,5,130.0,2014
EEOC,PHILADELPHIA,Files Lost,105,130.0,2014
EEOC,PHILADELPHIA,Files Destroyed,11,130.0,2014
EEOC,PHOENIX,Files Destroyed,6,6.0,2014
EEOC,PHOENIX,Files Lost,0,6.0,2014
EEOC,PHOENIX,Access to records provided under separate agency process,0,6.0,2014
EEOC,SAN FRANCISCO,Files Lost,1,55.0,2014
EEOC,SAN FRANCISCO,Access to records provided under separate agency process,0,55.0,2014
EEOC,SAN FRANCISCO,Files Destroyed,54,55.0,2014
EEOC,ST. LOUIS,Access to records provided under separate agency process,0,7.0,2014
EEOC,ST. LOUIS,Files Destroyed,7,7.0,2014
EEOC,ST. LOUIS,Files Lost,0,7.0,2014
EEOC,WFO,Files Destroyed,1,8.0,2014
EEOC,WFO,Access to records provided under separate agency process,6,8.0,2014
EEOC,WFO,Files Lost,1,8.0,2014
EPA,HQ,,0,0.0,2014
EPA,HQ,,0,0.0,2014
EPA,HQ,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,Transferred to another DOT component,9,9.0,2014
Ex-Im Bank,OIG,Unable to locate requester,2,2.0,2014
Ex-Im Bank,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
Ex-Im Bank,OIG,Requester failed to provide requested clarification,5,17.0,2014
Ex-Im Bank,OIG,Request administratively closed,5,17.0,2014
Ex-Im Bank,OIG,Assigned to other bureau/office for response,1,17.0,2014
Ex-Im Bank,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
Ex-Im Bank,OIG,Records referred not related or indexed to requester,2,2.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,In Litigation,1,21.0,2014
Ex-Im Bank,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,Not applicable.,0,0.0,2014
Ex-Im Bank,HQ,,0,0.0,2014
Ex-Im Bank,HQ,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,HQ,,0,0.0,2014
Ex-Im Bank,OIG,In Litigation,1,1.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
Ex-Im Bank,OIG,,0,0.0,2014
FHFA,FHFA-OIG,,0,0.0,2014
FHFA,FHFA-HQ,,0,0.0,2014
FLRA,FSIP,,0,0.0,2014
FLRA,Authority,,0,0.0,2014
FLRA,IG,,0,0.0,2014
FLRA,OGC,,0,0.0,2014
FLRA,ATRO,,0,0.0,2014
FLRA,BORO,,0,0.0,2014
FLRA,CHRO,,0,0.0,2014
FLRA,DARO,,0,0.0,2014
FLRA,DERO,,0,0.0,2014
FLRA,SFRO,,0,0.0,2014
FLRA,WARO,,0,0.0,2014
FLRA,OGC,,0,0.0,2014
FLRA,OGC,Administratively closed after failure to respond to inquiry from agency.,2,4.0,2014
FLRA,OGC,Misdirected requests.,2,4.0,2014
FLRA,OGC,,0,0.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,Transferred to another DOT component,9,9.0,2014
HHS,OS,Publicly Available Information,12,12.0,2014
HHS,OIG,Unable to locate requester,2,2.0,2014
HHS,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
HHS,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
HHS,OIG,Requester failed to provide requested clarification,5,17.0,2014
HHS,OIG,Request administratively closed,5,17.0,2014
HHS,OIG,Assigned to other bureau/office for response,1,17.0,2014
HHS,OS,Requester failed to provide requested clarification,1,62.0,2014
HHS,OS,Human Error,7,62.0,2014
HHS,OS,Directed requester to another agency or entity,3,62.0,2014
HHS,OS,Requester did not respond to the bureau's communications/unable to locate requester,3,62.0,2014
HHS,OS,Request administratively closed,14,62.0,2014
HHS,OS,Assigned to other bureau/office for response,20,62.0,2014
HHS,OS,Records available online,14,62.0,2014
HHS,OIG,Records referred not related or indexed to requester,2,2.0,2014
HHS,OIG,,0,0.0,2014
HHS,OS,,0,0.0,2014
HHS,ACF,Fail to respond to designated date,1,1.0,2014
HHS,CMS,Administrative Closure - Based on response/non-response to continued interest correspondence,65,98.0,2014
HHS,CMS,Litigation and Subpoena,17,98.0,2014
HHS,CMS,Aggregate Cases,16,98.0,2014
HHS,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
HHS,OIG,In Litigation,1,21.0,2014
HHS,CDC,Administrative Closure- Based on response/non-response to continued interest correspondence,209,209.0,2014
HHS,FDA,Referred requester to record posted on internet,99,99.0,2014
HHS,HRSA,,0,0.0,2014
HHS,IHS,Administrative Closure- Based on response/ non-response to continued interest calls and correspondence,19,23.0,2014
HHS,IHS,Information on the website,4,23.0,2014
HHS,NIH,,0,0.0,2014
HHS,SAMHSA,Administrative Closure- based on response/non response to continued interest calls and correspondence,9,10.0,2014
HHS,SAMHSA,Unable to locate requester,1,10.0,2014
HHS,OS,Referred to website,1,22.0,2014
HHS,OS,Administrative Closure- Based on response/non-response to continued interest correspondence,18,22.0,2014
HHS,OS,Litigation,3,22.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,Not applicable.,0,0.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,,0,0.0,2014
HHS,OIG,In Litigation,1,1.0,2014
HHS,OASH,No response to subpoena as request letter,1,21.0,2014
HHS,OASH,No response to unpaid invoice letter,1,21.0,2014
HHS,OASH,Failed to respond on designated date,19,21.0,2014
HHS,OIG,,0,0.0,2014
HHS,ACL,,0,0.0,2014
HHS,OIG,,0,0.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,Transferred to another DOT component,9,9.0,2014
HUD,IG,,0,0.0,2014
HUD,OIG,Unable to locate requester,2,2.0,2014
HUD,OIG,Assigned to other bureau/office for response,1,17.0,2014
HUD,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
HUD,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
HUD,OIG,Requester failed to provide requested clarification,5,17.0,2014
HUD,OIG,Request administratively closed,5,17.0,2014
HUD,OIG,Records referred not related or indexed to requester,2,2.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
HUD,OIG,In Litigation,1,21.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,Not applicable.,0,0.0,2014
HUD,HQ,,0,0.0,2014
HUD,HQ,,0,0.0,2014
HUD,R01,,0,0.0,2014
HUD,R01,,0,0.0,2014
HUD,R02,,0,0.0,2014
HUD,R02,,0,0.0,2014
HUD,R03,,0,0.0,2014
HUD,R03,,0,0.0,2014
HUD,R04,,0,0.0,2014
HUD,R04,,0,0.0,2014
HUD,R05,,0,0.0,2014
HUD,R05,,0,0.0,2014
HUD,R06,,0,0.0,2014
HUD,R06,,0,0.0,2014
HUD,R07,,0,0.0,2014
HUD,R07,,0,0.0,2014
HUD,R08,,0,0.0,2014
HUD,R08,,0,0.0,2014
HUD,R09,,0,0.0,2014
HUD,R09,,0,0.0,2014
HUD,R0X,,0,0.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,,0,0.0,2014
HUD,HQ,,0,0.0,2014
HUD,OIG,In Litigation,1,1.0,2014
HUD,OIG,,0,0.0,2014
HUD,OIG,,0,0.0,2014
LSC,OIG,,0,0.0,2014
LSC,OLA,Directed requester to another agency or entity,2,5.0,2014
LSC,OLA,Referred Records Improperly Directed,1,5.0,2014
LSC,OLA,Referred Documents Not Responsive,2,5.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,Transferred to another DOT component,9,9.0,2014
LSC,OIG,Unable to locate requester,2,2.0,2014
LSC,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
LSC,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
LSC,OIG,Requester failed to provide requested clarification,5,17.0,2014
LSC,OIG,Request administratively closed,5,17.0,2014
LSC,OIG,Assigned to other bureau/office for response,1,17.0,2014
LSC,OIG,Records referred not related or indexed to requester,2,2.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
LSC,OIG,In Litigation,1,21.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,Not applicable.,0,0.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,In Litigation,1,1.0,2014
LSC,OLA,,0,0.0,2014
LSC,OIG,,0,0.0,2014
LSC,OIG,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,Transferred to another DOT component,9,9.0,2014
NASA,OGC,,0,0.0,2014
NASA,JPL,document already in the public domain,1,1.0,2014
NASA,OIG,Unable to locate requester,2,2.0,2014
NASA,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
NASA,OIG,Requester failed to provide requested clarification,5,17.0,2014
NASA,OIG,Request administratively closed,5,17.0,2014
NASA,OIG,Assigned to other bureau/office for response,1,17.0,2014
NASA,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
NASA,OIG,Records referred not related or indexed to requester,2,2.0,2014
NASA,OGC,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,In Litigation,1,21.0,2014
NASA,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,Not applicable.,0,0.0,2014
NASA,OGC,Misdirected requests.,2,4.0,2014
NASA,OGC,Administratively closed after failure to respond to inquiry from agency.,2,4.0,2014
NASA,HQ,,0,0.0,2014
NASA,HQ,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NASA,HQ,,0,0.0,2014
NASA,OGC,,0,0.0,2014
NASA,OIG,In Litigation,1,1.0,2014
NASA,OIG,,0,0.0,2014
NASA,OIG,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,Transferred to another DOT component,9,9.0,2014
NSF,OGC,,0,0.0,2014
NSF,OIG,Unable to locate requester,2,2.0,2014
NSF,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
NSF,OIG,Requester failed to provide requested clarification,5,17.0,2014
NSF,OIG,Request administratively closed,5,17.0,2014
NSF,OIG,Assigned to other bureau/office for response,1,17.0,2014
NSF,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
NSF,OIG,Records referred not related or indexed to requester,2,2.0,2014
NSF,OGC,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,In Litigation,1,21.0,2014
NSF,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,Not applicable.,0,0.0,2014
NSF,OGC,Administratively closed after failure to respond to inquiry from agency.,2,4.0,2014
NSF,OGC,Misdirected requests.,2,4.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NSF,OGC,,0,0.0,2014
NSF,OIG,In Litigation,1,1.0,2014
NSF,OIG,,0,0.0,2014
NSF,OIG,,0,0.0,2014
NTSB,HQ,,0,0.0,2014
NTSB,HQ,,0,0.0,2014
NTSB,HQ,,0,0.0,2014
ONDCP,OLC,Referred Documents Not Responsive,2,2.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,Transferred to another DOT component,9,9.0,2014
